GalaxyID,M_b_fit,a_fit,ChiSq,M_b_fit_bulge,a_fit_bulge,ChiSq_bulge
UGC00891,5405892697.997299,8.75955029316003,11.159678799537556,,,
NGC2998,233820911953.60004,11.418417557927375,1277.9663165458892,,,
NGC0055,29935486254.480003,14.781050884180631,82.03059704120136,,,
NGC2683,66247986893.24855,2.4589706419037802,1141.9314508092598,3671957257.4675136,0.0028927190182996103,0.00022173877905304912
UGC12632,1114211791951.5293,182.62208442017692,11.499519494601952,,,
F563-V2,336849299799.3693,67.5713004482315,53.23641154949526,,,
NGC5585,9105683268.909779,5.784678364856596,21.349866013934093,,,
NGC2976,2.1600716219318824e+25,221676626.00127146,931.908362277606,,,
NGC7814,36632418663.65065,5.857114516830615,874.9285710351458,32973761662.993587,0.49092413753937914,102.38440158304378
UGC05716,14891116802.42681,16.25919832075641,16.656303516227812,,,
F571-V1,26485953218.71499,20.062803763128258,21.48223644837547,,,
F583-1,6.136504239676165e+24,516396631.59158427,49.64614911072611,,,
UGC11914,378219915053.9204,13.746638852884905,5534.792648687668,42109238755.56079,0.9210697278673664,2663.0298763689366
NGC0891,71872782279.78833,4.219045765240765,3317.319855817892,11669041177.858633,0.1772276669553359,46.41883092910387
DDO170,17328946663.26991,19.774183223489302,23.569876903055736,,,
F568-V1,43583886875.82841,23.540285323077175,27.19496822322166,,,
ESO079-G014,732660168355.8555,54.1155461752867,233.67328458080564,,,
UGC06787,143474409415.6625,9.774144056982509,13985.610508786405,12997006465.836485,0.6332414946325148,1783.9483488738133
D631-7,1334197445.8344517,3.0052210733130327,46.77830133804044,,,
NGC2955,370334284816.51227,18.017227276080153,2894.2157826417083,85678328143.53029,2.1986284273910375,5258.769538262989
UGC03580,26043955734.20919,4.514138391607733,1975.8255345751993,1445087874.9685905,0.57844678346251,651.9128380696968
NGC4100,79215480311.79222,5.462089676750391,4402.631885985306,,,
UGC06786,80736885649.78416,8.876942017318576,10323.633791238795,15839260814.220127,0.670688597537698,1980.6879292251106
UGC00128,62971377245.13076,26.43521563117966,239.08836727737093,,,
NGC4068,4.1272144041138594e+23,81159053.05936727,9.967867535530017,,,
UGC00731,7.583252650253428e+24,533686880.13023585,181.00340485552613,,,
UGC07608,1.1720363298682938e+24,195714585.8250602,7.097437655348642,,,
UGC05750,178205235209.657,72.83885491919956,58.30112540870184,,,
UGCA442,2805410016.5905223,6.0844856698694105,72.26316696156199,,,
UGC04278,1.6902031327317004e+25,580567062.8669692,455.2683577937052,,,
UGC07151,15064701884.65786,6.496816008545114,29.741282750649155,,,
